,Datetime,Tweet Id,Text,Username
45,2022-05-11 06:00:44+00:00,1524268246932901888,"@doogideon If Peter obi didn't tell us this we wouldn't have known, other aspirants don't work for the future of the nation and its Citizens, important factors like this are ignored. The difference is clear that we can't continue being in deceit. 
#GiveUsPeterObi",FrankoBaressi
46,2022-05-11 06:00:43+00:00,1524268244009373696,"@Mr_EIR @Tivyouths4PO @OselokaHObaze @NNpeterobi @god_chi4 @OmoCapt @OsujiZubis @OtiriEnathy @Ifesinachiii @itzz_blitz1 @ObiSupport Wetin concern us and pdp? This is about the guy that will deliver us from a mess they all collectively created.

This is about @PeterObi, don't get it twisted!",OdeDixon
47,2022-05-11 06:00:33+00:00,1524268202510929921,What about Peter Obi Statistics (POS) ? 🤔 https://t.co/tx7blIK4nG,ThisIzOVO
48,2022-05-11 06:00:32+00:00,1524268197259747329,@FS_Yusuf_ Because it's only peter obi that doesn't pay for support,99thougths
49,2022-05-11 06:00:29+00:00,1524268187054919682,"@solomonapenja Lol! If they don't get the memo, they know that they have lost already without Peter Obi. Except the game plan is not for PDP to win the coming elections.",thegospelarts
50,2022-05-11 06:00:29+00:00,1524268183120715776,"@HAHayatu If @OfficialPDPNig really wants to win the 2023 elections, the @PeterObi is their best bet",soultie1988
51,2022-05-11 06:00:19+00:00,1524268143572660225,"Tax office invites Peter Obi to present evidence of his tax for six years. But Peter came alone with his  evidence of    his tax for  Twenty years ahead whorts over Two Hundreds and four million Naira. After the exercise,  Mr Obi told the news that,  it is good to do the needful",Chinedu95730658
52,2022-05-11 06:00:07+00:00,1524268093165481984,"@rautim @PeterObi Election is not won on social media. @PeterObi is our choice, but how many of us has a PVC?",heykaymovich
53,2022-05-11 05:59:59+00:00,1524268059736875008,"Please, what happens next if PDP doesn't give us Peter Obi, for those of us waiting for the Primaries to happen before turning our accounts into campaign tools (don't worry, PVC has been done)?",D_WarEagle
54,2022-05-11 05:59:59+00:00,1524268059455860736,"I know what Reno is doing 🤣🤣🤣
When even he wants to trend he just drag Peter obi or his followers small.
Without ticket,  Reno is benefiting from Peter Obi already o.  Fast guy🤣 
#GiveUsPeterObi",1st9ja
55,2022-05-11 05:59:54+00:00,1524268038291349504,Uncle minus my vote from the 11M vote bcus my vote is going to @PeterObi https://t.co/4wcZl7QO9Z,Leshitobi02
56,2022-05-11 05:59:47+00:00,1524268009401065472,@kengkengati @PeterObi The man for the people pdp #PeterObi4President2023,Stan_Dash1
57,2022-05-11 05:59:44+00:00,1524267997212381184,"Of all persons, look at who @renoomokri decided to present to Nigerians, where is this man’s credibility and integrity, he destroys Buhari on daily basis forgetting he’s still our president, but oh @PeterObi supporters are antagonistic. Pot calling kettle black. Imagine",HonFelix1
58,2022-05-11 05:59:41+00:00,1524267981970280454,"@doyinokupe The best man for the job
#PeterObi",ZudonuAC
59,2022-05-11 05:59:39+00:00,1524267974852497408,@KanzahOfJos @Jack_ng01 @JamiluSufi @PeterObi @OselokaHObaze @NNpeterobi @ObiSupport @KelechiAlozie3 @doyinokupe @Ocular_Priest @awalbaba22 We await ur turn😁😁😁,awesomepeee
60,2022-05-11 05:59:38+00:00,1524267969962213376,@AC_Godswill @atiku @PeterObi Popularity matters forget twitter noise,AALARIBE
